uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",M,81
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
RJ,SRAG,HOSPITAL,"60 - 69",F,6
RJ,SRAG,HOSPITAL,"60 - 69",M,2
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RN,OUTRAS,DOMICILIO,"60 - 69",F,1
RN,OUTRAS,DOMICILIO,"60 - 69",M,1
RN,OUTRAS,HOSPITAL,"60 - 69",F,5
RN,OUTRAS,HOSPITAL,"60 - 69",M,13
RN,OUTRAS,OUTRO,"60 - 69",M,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RN,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
RN,COVID,HOSPITAL,"60 - 69",F,5
RN,COVID,HOSPITAL,"60 - 69",M,13
RN,INDETERMINADA,DOMICILIO,"60 - 69",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
RN,PNEUMONIA,HOSPITAL,"60 - 69",F,1
RN,PNEUMONIA,HOSPITAL,"60 - 69",M,2
RN,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
RN,SEPTICEMIA,HOSPITAL,"60 - 69",F,2
RN,SEPTICEMIA,HOSPITAL,"60 - 69",M,10
RN,SRAG,HOSPITAL,"60 - 69",F,1
RO,OUTRAS,DOMICILIO,"60 - 69",F,1
RO,OUTRAS,DOMICILIO,"60 - 69",M,5
RO,OUTRAS,HOSPITAL,"60 - 69",F,10
RO,OUTRAS,HOSPITAL,"60 - 69",M,9
RO,OUTRAS,OUTRO,"60 - 69",M,1
RO,COVID,DOMICILIO,"60 - 69",M,1
RO,COVID,HOSPITAL,"60 - 69",F,15
RO,COVID,HOSPITAL,"60 - 69",M,14
RO,COVID,VIA_PUBLICA,"60 - 69",F,1
RO,INDETERMINADA,DOMICILIO,"60 - 69",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,3
RO,PNEUMONIA,HOSPITAL,"60 - 69",F,3
RO,PNEUMONIA,HOSPITAL,"60 - 69",M,2
RO,SEPTICEMIA,HOSPITAL,"60 - 69",F,2
RO,SEPTICEMIA,HOSPITAL,"60 - 69",M,1
RR,OUTRAS,DOMICILIO,"60 - 69",F,1
RR,OUTRAS,HOSPITAL,"60 - 69",F,1
RR,OUTRAS,HOSPITAL,"60 - 69",M,3
RR,COVID,HOSPITAL,"60 - 69",F,4
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,2
RR,PNEUMONIA,HOSPITAL,"60 - 69",M,2
RR,SEPTICEMIA,HOSPITAL,"60 - 69",M,2
RS,OUTRAS,DOMICILIO,"60 - 69",F,34
RS,OUTRAS,DOMICILIO,"60 - 69",M,47
RS,OUTRAS,HOSPITAL,"60 - 69",F,83
RS,OUTRAS,HOSPITAL,"60 - 69",I,1
RS,OUTRAS,HOSPITAL,"60 - 69",M,136
RS,OUTRAS,IGNORADO,"60 - 69",F,1
RS,OUTRAS,IGNORADO,"60 - 69",M,1
RS,OUTRAS,OUTRO,"60 - 69",F,5
RS,OUTRAS,OUTRO,"60 - 69",M,5
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
RS,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
RS,COVID,DOMICILIO,"60 - 69",F,1
RS,COVID,HOSPITAL,"60 - 69",F,65
RS,COVID,HOSPITAL,"60 - 69",M,92
RS,COVID,IGNORADO,"60 - 69",F,1
RS,COVID,IGNORADO,"60 - 69",M,4
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
RS,INDETERMINADA,DOMICILIO,"60 - 69",F,2
RS,INDETERMINADA,DOMICILIO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,17
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,23
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RS,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RS,PNEUMONIA,DOMICILIO,"60 - 69",M,1
RS,PNEUMONIA,HOSPITAL,"60 - 69",F,22
RS,PNEUMONIA,HOSPITAL,"60 - 69",M,40
RS,PNEUMONIA,IGNORADO,"60 - 69",M,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RS,SEPTICEMIA,HOSPITAL,"60 - 69",F,40
RS,SEPTICEMIA,HOSPITAL,"60 - 69",M,35
RS,SEPTICEMIA,IGNORADO,"60 - 69",M,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RS,SRAG,HOSPITAL,"60 - 69",F,1
RS,SRAG,HOSPITAL,"60 - 69",M,1
SC,OUTRAS,DOMICILIO,"60 - 69",F,16
SC,OUTRAS,DOMICILIO,"60 - 69",M,36
SC,OUTRAS,HOSPITAL,"60 - 69",F,36
SC,OUTRAS,HOSPITAL,"60 - 69",M,60
SC,OUTRAS,OUTRO,"60 - 69",M,3
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
SC,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
SC,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
SC,COVID,DOMICILIO,"60 - 69",M,1
SC,COVID,HOSPITAL,"60 - 69",F,39
SC,COVID,HOSPITAL,"60 - 69",M,79
SC,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SC,COVID,VIA_PUBLICA,"60 - 69",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,5
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,7
SC,PNEUMONIA,DOMICILIO,"60 - 69",M,1
SC,PNEUMONIA,HOSPITAL,"60 - 69",F,15
SC,PNEUMONIA,HOSPITAL,"60 - 69",M,14
SC,SEPTICEMIA,HOSPITAL,"60 - 69",F,16
SC,SEPTICEMIA,HOSPITAL,"60 - 69",M,16
SC,SRAG,HOSPITAL,"60 - 69",F,1
SC,SRAG,HOSPITAL,"60 - 69",M,1
SE,OUTRAS,DOMICILIO,"60 - 69",F,1
SE,OUTRAS,DOMICILIO,"60 - 69",M,4
SE,OUTRAS,HOSPITAL,"60 - 69",F,5
SE,OUTRAS,HOSPITAL,"60 - 69",M,12
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
SE,COVID,HOSPITAL,"60 - 69",F,1
SE,COVID,HOSPITAL,"60 - 69",M,13
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,4
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
SE,PNEUMONIA,HOSPITAL,"60 - 69",F,1
SE,SEPTICEMIA,HOSPITAL,"60 - 69",F,4
SE,SEPTICEMIA,HOSPITAL,"60 - 69",M,1
SE,SRAG,HOSPITAL,"60 - 69",M,1
SP,OUTRAS,DOMICILIO,"60 - 69",F,95
SP,OUTRAS,DOMICILIO,"60 - 69",I,1
SP,OUTRAS,DOMICILIO,"60 - 69",M,162
SP,OUTRAS,HOSPITAL,"60 - 69",F,229
SP,OUTRAS,HOSPITAL,"60 - 69",I,2
SP,OUTRAS,HOSPITAL,"60 - 69",M,375
SP,OUTRAS,IGNORADO,"60 - 69",I,1
SP,OUTRAS,IGNORADO,"60 - 69",M,1
SP,OUTRAS,OUTRO,"60 - 69",F,12
SP,OUTRAS,OUTRO,"60 - 69",M,26
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,21
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,40
SP,OUTRAS,POSTO_SAUDE,"60 - 69",F,2
SP,OUTRAS,POSTO_SAUDE,"60 - 69",M,2
SP,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
SP,OUTRAS,VIA_PUBLICA,"60 - 69",M,12
SP,COVID,DOMICILIO,"60 - 69",M,3
SP,COVID,HOSPITAL,"60 - 69",F,236
SP,COVID,HOSPITAL,"60 - 69",M,370
SP,COVID,IGNORADO,"60 - 69",F,2
SP,COVID,IGNORADO,"60 - 69",M,1
SP,COVID,OUTRO,"60 - 69",F,3
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
SP,INDETERMINADA,DOMICILIO,"60 - 69",F,2
SP,INDETERMINADA,DOMICILIO,"60 - 69",M,1
SP,INDETERMINADA,HOSPITAL,"60 - 69",M,1
SP,INDETERMINADA,OUTRO,"60 - 69",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,5
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,4
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,59
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,74
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
SP,PNEUMONIA,DOMICILIO,"60 - 69",F,2
SP,PNEUMONIA,DOMICILIO,"60 - 69",M,4
SP,PNEUMONIA,HOSPITAL,"60 - 69",F,92
SP,PNEUMONIA,HOSPITAL,"60 - 69",M,142
SP,PNEUMONIA,OUTRO,"60 - 69",F,1
SP,PNEUMONIA,OUTRO,"60 - 69",M,1
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
SP,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,110
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,119
SP,SEPTICEMIA,IGNORADO,"60 - 69",F,1
SP,SEPTICEMIA,OUTRO,"60 - 69",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
SP,SRAG,HOSPITAL,"60 - 69",F,3
SP,SRAG,HOSPITAL,"60 - 69",M,7
SP,SRAG,OUTRO,"60 - 69",M,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,OUTRAS,DOMICILIO,"60 - 69",F,1
TO,OUTRAS,HOSPITAL,"60 - 69",F,2
TO,OUTRAS,HOSPITAL,"60 - 69",M,2
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
TO,COVID,HOSPITAL,"60 - 69",F,1
TO,COVID,HOSPITAL,"60 - 69",M,4
TO,PNEUMONIA,HOSPITAL,"60 - 69",F,2
TO,PNEUMONIA,HOSPITAL,"60 - 69",M,3
TO,SEPTICEMIA,HOSPITAL,"60 - 69",F,4
TO,SEPTICEMIA,HOSPITAL,"60 - 69",M,2
AC,OUTRAS,DOMICILIO,"70 - 79",F,1
AC,OUTRAS,DOMICILIO,"70 - 79",M,4
AC,OUTRAS,HOSPITAL,"70 - 79",F,2
AC,OUTRAS,HOSPITAL,"70 - 79",M,3
AC,OUTRAS,OUTRO,"70 - 79",F,1
AC,COVID,DOMICILIO,"70 - 79",F,1
AC,COVID,DOMICILIO,"70 - 79",M,1
AC,COVID,HOSPITAL,"70 - 79",F,3
AC,COVID,HOSPITAL,"70 - 79",M,5
AC,PNEUMONIA,HOSPITAL,"70 - 79",F,2
AC,PNEUMONIA,HOSPITAL,"70 - 79",M,5
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,SEPTICEMIA,HOSPITAL,"70 - 79",F,2
AC,SEPTICEMIA,HOSPITAL,"70 - 79",M,2
AC,SRAG,HOSPITAL,"70 - 79",F,1
AL,OUTRAS,DOMICILIO,"70 - 79",F,5
AL,OUTRAS,DOMICILIO,"70 - 79",M,13
AL,OUTRAS,HOSPITAL,"70 - 79",F,5
AL,OUTRAS,HOSPITAL,"70 - 79",M,8
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AL,OUTRAS,VIA_PUBLICA,"70 - 79",F,1
AL,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
AL,COVID,HOSPITAL,"70 - 79",F,14
AL,COVID,HOSPITAL,"70 - 79",M,11
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,2
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,4
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,2
AL,PNEUMONIA,DOMICILIO,"70 - 79",F,1
AL,PNEUMONIA,DOMICILIO,"70 - 79",M,1
AL,PNEUMONIA,HOSPITAL,"70 - 79",F,3
AL,PNEUMONIA,HOSPITAL,"70 - 79",M,5
AL,SEPTICEMIA,HOSPITAL,"70 - 79",F,3
AL,SEPTICEMIA,HOSPITAL,"70 - 79",M,2
AL,SRAG,HOSPITAL,"70 - 79",M,3
AM,OUTRAS,DOMICILIO,"70 - 79",F,11
AM,OUTRAS,DOMICILIO,"70 - 79",M,26
AM,OUTRAS,HOSPITAL,"70 - 79",F,12
AM,OUTRAS,HOSPITAL,"70 - 79",M,23
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
AM,COVID,DOMICILIO,"70 - 79",F,5
AM,COVID,DOMICILIO,"70 - 79",M,3
AM,COVID,HOSPITAL,"70 - 79",F,48
AM,COVID,HOSPITAL,"70 - 79",M,63
AM,INDETERMINADA,DOMICILIO,"70 - 79",F,3
AM,INDETERMINADA,DOMICILIO,"70 - 79",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,2
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,2
AM,PNEUMONIA,DOMICILIO,"70 - 79",F,1
AM,PNEUMONIA,DOMICILIO,"70 - 79",M,2
AM,PNEUMONIA,HOSPITAL,"70 - 79",F,8
AM,PNEUMONIA,HOSPITAL,"70 - 79",M,14
AM,PNEUMONIA,OUTRO,"70 - 79",F,1
AM,SEPTICEMIA,HOSPITAL,"70 - 79",F,7
AM,SEPTICEMIA,HOSPITAL,"70 - 79",M,7
AM,SRAG,DOMICILIO,"70 - 79",M,2
AM,SRAG,HOSPITAL,"70 - 79",F,9
AM,SRAG,HOSPITAL,"70 - 79",M,8
AP,OUTRAS,DOMICILIO,"70 - 79",M,1
AP,OUTRAS,HOSPITAL,"70 - 79",F,1
AP,COVID,HOSPITAL,"70 - 79",M,2
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,1
AP,PNEUMONIA,HOSPITAL,"70 - 79",F,2
AP,PNEUMONIA,HOSPITAL,"70 - 79",M,1
AP,SEPTICEMIA,HOSPITAL,"70 - 79",F,1
AP,SEPTICEMIA,HOSPITAL,"70 - 79",M,2
BA,OUTRAS,DOMICILIO,"70 - 79",F,49
BA,OUTRAS,DOMICILIO,"70 - 79",M,45
BA,OUTRAS,HOSPITAL,"70 - 79",F,57
BA,OUTRAS,HOSPITAL,"70 - 79",M,69
BA,OUTRAS,IGNORADO,"70 - 79",F,1
BA,OUTRAS,IGNORADO,"70 - 79",M,1
BA,OUTRAS,OUTRO,"70 - 79",F,4
BA,OUTRAS,OUTRO,"70 - 79",M,3
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,13
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,6
BA,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
BA,COVID,DOMICILIO,"70 - 79",F,1
BA,COVID,DOMICILIO,"70 - 79",M,1
BA,COVID,HOSPITAL,"70 - 79",F,37
BA,COVID,HOSPITAL,"70 - 79",M,75
BA,COVID,OUTRO,"70 - 79",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
BA,INDETERMINADA,DOMICILIO,"70 - 79",M,1
BA,INDETERMINADA,OUTRO,"70 - 79",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,7
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,3
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,21
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,9
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
BA,PNEUMONIA,DOMICILIO,"70 - 79",F,2
BA,PNEUMONIA,DOMICILIO,"70 - 79",M,3
BA,PNEUMONIA,HOSPITAL,"70 - 79",F,15
BA,PNEUMONIA,HOSPITAL,"70 - 79",M,21
BA,PNEUMONIA,IGNORADO,"70 - 79",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
BA,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
BA,SEPTICEMIA,DOMICILIO,"70 - 79",M,2
BA,SEPTICEMIA,HOSPITAL,"70 - 79",F,19
BA,SEPTICEMIA,HOSPITAL,"70 - 79",M,16
BA,SEPTICEMIA,OUTRO,"70 - 79",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
BA,SRAG,HOSPITAL,"70 - 79",M,2
CE,OUTRAS,DOMICILIO,"70 - 79",F,21
CE,OUTRAS,DOMICILIO,"70 - 79",M,18
CE,OUTRAS,HOSPITAL,"70 - 79",F,22
CE,OUTRAS,HOSPITAL,"70 - 79",M,18
CE,OUTRAS,IGNORADO,"70 - 79",F,13
CE,OUTRAS,IGNORADO,"70 - 79",M,8
CE,OUTRAS,OUTRO,"70 - 79",F,1
CE,OUTRAS,OUTRO,"70 - 79",M,3
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
CE,COVID,HOSPITAL,"70 - 79",F,15
CE,COVID,HOSPITAL,"70 - 79",M,18
CE,COVID,IGNORADO,"70 - 79",F,1
CE,COVID,IGNORADO,"70 - 79",M,3
CE,COVID,OUTRO,"70 - 79",M,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,4
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,5
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,4
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,1
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,PNEUMONIA,DOMICILIO,"70 - 79",F,1
CE,PNEUMONIA,DOMICILIO,"70 - 79",M,2
CE,PNEUMONIA,HOSPITAL,"70 - 79",F,14
CE,PNEUMONIA,HOSPITAL,"70 - 79",M,22
CE,PNEUMONIA,IGNORADO,"70 - 79",F,3
CE,PNEUMONIA,IGNORADO,"70 - 79",M,3
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,SEPTICEMIA,HOSPITAL,"70 - 79",F,8
CE,SEPTICEMIA,HOSPITAL,"70 - 79",M,14
CE,SEPTICEMIA,IGNORADO,"70 - 79",M,2
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,SRAG,DOMICILIO,"70 - 79",M,1
CE,SRAG,HOSPITAL,"70 - 79",M,1
DF,OUTRAS,DOMICILIO,"70 - 79",F,5
DF,OUTRAS,DOMICILIO,"70 - 79",M,6
DF,OUTRAS,HOSPITAL,"70 - 79",F,24
DF,OUTRAS,HOSPITAL,"70 - 79",M,21
DF,OUTRAS,IGNORADO,"70 - 79",F,1
DF,OUTRAS,OUTRO,"70 - 79",F,1
DF,OUTRAS,OUTRO,"70 - 79",M,1
DF,COVID,HOSPITAL,"70 - 79",F,13
DF,COVID,HOSPITAL,"70 - 79",M,20
DF,INDETERMINADA,HOSPITAL,"70 - 79",M,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,2
DF,PNEUMONIA,DOMICILIO,"70 - 79",F,1
DF,PNEUMONIA,HOSPITAL,"70 - 79",F,8
DF,PNEUMONIA,HOSPITAL,"70 - 79",M,8
DF,PNEUMONIA,OUTRO,"70 - 79",F,1
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
DF,SEPTICEMIA,DOMICILIO,"70 - 79",M,1
DF,SEPTICEMIA,HOSPITAL,"70 - 79",F,6
DF,SEPTICEMIA,HOSPITAL,"70 - 79",M,9
DF,SEPTICEMIA,OUTRO,"70 - 79",M,1
ES,OUTRAS,DOMICILIO,"70 - 79",F,16
ES,OUTRAS,DOMICILIO,"70 - 79",M,19
ES,OUTRAS,HOSPITAL,"70 - 79",F,28
ES,OUTRAS,HOSPITAL,"70 - 79",M,20
ES,OUTRAS,OUTRO,"70 - 79",F,2
ES,OUTRAS,OUTRO,"70 - 79",M,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
ES,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
ES,COVID,DOMICILIO,"70 - 79",M,2
ES,COVID,HOSPITAL,"70 - 79",F,51
ES,COVID,HOSPITAL,"70 - 79",M,49
ES,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,4
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,2
ES,PNEUMONIA,DOMICILIO,"70 - 79",F,1
ES,PNEUMONIA,DOMICILIO,"70 - 79",M,2
ES,PNEUMONIA,HOSPITAL,"70 - 79",F,8
ES,PNEUMONIA,HOSPITAL,"70 - 79",M,13
ES,SEPTICEMIA,DOMICILIO,"70 - 79",F,2
ES,SEPTICEMIA,HOSPITAL,"70 - 79",F,13
ES,SEPTICEMIA,HOSPITAL,"70 - 79",M,15
ES,SRAG,HOSPITAL,"70 - 79",F,1
ES,SRAG,HOSPITAL,"70 - 79",M,2
GO,OUTRAS,DOMICILIO,"70 - 79",F,13
GO,OUTRAS,DOMICILIO,"70 - 79",M,14
GO,OUTRAS,HOSPITAL,"70 - 79",F,22
GO,OUTRAS,HOSPITAL,"70 - 79",M,24
GO,OUTRAS,IGNORADO,"70 - 79",F,1
GO,OUTRAS,OUTRO,"70 - 79",F,2
GO,OUTRAS,OUTRO,"70 - 79",M,3
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
GO,COVID,HOSPITAL,"70 - 79",F,24
GO,COVID,HOSPITAL,"70 - 79",M,22
GO,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
GO,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
GO,INDETERMINADA,HOSPITAL,"70 - 79",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,2
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,6
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,12
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,3
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
GO,PNEUMONIA,DOMICILIO,"70 - 79",F,1
GO,PNEUMONIA,HOSPITAL,"70 - 79",F,19
GO,PNEUMONIA,HOSPITAL,"70 - 79",M,24
GO,PNEUMONIA,IGNORADO,"70 - 79",F,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
GO,SEPTICEMIA,HOSPITAL,"70 - 79",F,12
GO,SEPTICEMIA,HOSPITAL,"70 - 79",M,13
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MA,OUTRAS,DOMICILIO,"70 - 79",F,7
MA,OUTRAS,DOMICILIO,"70 - 79",M,11
MA,OUTRAS,HOSPITAL,"70 - 79",F,11
MA,OUTRAS,HOSPITAL,"70 - 79",M,18
MA,OUTRAS,OUTRO,"70 - 79",M,1
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MA,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
MA,COVID,HOSPITAL,"70 - 79",F,3
MA,COVID,HOSPITAL,"70 - 79",M,6
MA,INDETERMINADA,HOSPITAL,"70 - 79",M,1
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,3
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,2
MA,PNEUMONIA,DOMICILIO,"70 - 79",F,1
MA,PNEUMONIA,HOSPITAL,"70 - 79",F,2
